scenario_id,ue_id,time_s,traffic_type,downlink_kbps,uplink_kbps,total_kbps,qos_latency_target_ms,qos_max_loss_percent
3,UE-0,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-1,0.0,video_streaming,2090.086765994319,409.91323400568075,2500.0,500,2
3,UE-2,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-3,0.0,background,0.017154252937493886,0.004075256721940123,0.021229509659434008,5000,10
3,UE-4,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-5,0.0,real_time,4.011697351466704,1.1964913624286901,5.208188713895394,150,1
3,UE-6,0.0,real_time,51.95919584126802,15.41381488611622,67.37301072738424,150,1
3,UE-7,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-8,0.0,real_time,2.5523949417766776,0.7905542214618783,3.342949163238556,150,1
3,UE-9,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-10,0.0,background,0.20021793455547235,0.04992687878897438,0.2501448133444467,5000,10
3,UE-11,0.0,real_time,0.27241328076999793,0.0734500176792437,0.34586329844924163,150,1
3,UE-12,0.0,real_time,56.7551724929741,13.907017673098409,70.6621901660725,150,1
3,UE-13,0.0,video_streaming,2100.9931761009097,399.0068238990905,2500.0,500,2
3,UE-14,0.0,video_streaming,1922.0942488471687,577.9057511528313,2500.0,500,2
3,UE-15,0.0,real_time,44.38269022003204,8.479232680579566,52.8619229006116,150,1
3,UE-16,0.0,real_time,54.42273404332287,9.638212290929156,64.06094633425202,150,1
3,UE-17,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-18,0.0,video_streaming,2011.0078211473804,488.99217885261953,2500.0,500,2
3,UE-19,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-20,0.0,background,0.027885713990350666,0.006484089677857412,0.034369803668208077,5000,10
3,UE-21,0.0,background,0.12577973373117754,0.0415688631009452,0.16734859683212275,5000,10
3,UE-22,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-23,0.0,background,0.0029769147630035477,0.000852631107208438,0.003829545870211986,5000,10
3,UE-24,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-25,0.0,background,0.06311421928326036,0.013417949307861577,0.07653216859112193,5000,10
3,UE-26,0.0,video_streaming,2073.100466497778,426.89953350222186,2500.0,500,2
3,UE-27,0.0,video_streaming,1943.321761996399,556.6782380036013,2500.0,500,2
3,UE-28,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-29,0.0,real_time,97.5529436838048,24.081863125489082,121.63480680929388,150,1
3,UE-30,0.0,video_streaming,2104.3712580813662,395.62874191863375,2500.0,500,2
3,UE-31,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-32,0.0,background,0.007549165996237286,0.002109176057143352,0.009658342053380639,5000,10
3,UE-33,0.0,bursty,1414.4632915892957,467.1602316376287,1881.6235232269244,1000,5
3,UE-34,0.0,video_streaming,1990.2993683601246,509.70063163987527,2500.0,500,2
3,UE-35,0.0,real_time,0.7623402366050245,0.22604324990837069,0.9883834865133951,150,1
3,UE-36,0.0,background,0.018405671472314623,0.004358147126117164,0.02276381859843179,5000,10
3,UE-37,0.0,real_time,1.5009838866993168,0.4274433014271469,1.9284271881264639,150,1
3,UE-38,0.0,video_streaming,1902.3128795730072,597.6871204269929,2500.0,500,2
3,UE-39,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-40,0.0,real_time,55.05461390804707,15.987281310794126,71.04189521884119,150,1
3,UE-41,0.0,video_streaming,1916.2886975700449,583.711302429955,2500.0,500,2
3,UE-42,0.0,video_streaming,1917.743511283086,582.2564887169139,2500.0,500,2
3,UE-43,0.0,background,0.11104809282377592,0.02897234278339709,0.140020435607173,5000,10
3,UE-44,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-45,0.0,background,0.08066551068804016,0.0192204301065964,0.09988594079463657,5000,10
3,UE-46,0.0,video_streaming,2041.9514393001398,458.04856069986033,2500.0,500,2
3,UE-47,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-48,0.0,real_time,2.404996375083504,0.7023390283357366,3.1073354034192406,150,1
3,UE-49,0.0,background,0.15963844589514925,0.045588390841112415,0.20522683673626166,5000,10
3,UE-50,0.0,real_time,106.50235920853926,30.883788529522388,137.38614773806165,150,1
3,UE-51,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-52,0.0,real_time,2.9409391013571877,0.8882333008706559,3.8291724022278433,150,1
3,UE-53,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-54,0.0,real_time,2.004939763130425,0.5935265850081289,2.5984663481385537,150,1
3,UE-55,0.0,real_time,5.818022210027119,1.554585079194372,7.3726072892214916,150,1
3,UE-56,0.0,real_time,50.10867993945897,11.165438182629787,61.274118122088765,150,1
3,UE-57,0.0,background,0.009722514437741797,0.0019075887677272216,0.01163010320546902,5000,10
3,UE-58,0.0,background,0.05267448242839142,0.016949652939251107,0.06962413536764253,5000,10
3,UE-59,0.0,real_time,0.8748135677472821,0.17554184037916518,1.0503554081264472,150,1
3,UE-60,0.0,video_streaming,1942.1367465422402,557.8632534577599,2500.0,500,2
3,UE-61,0.0,video_streaming,2009.4044928091337,490.59550719086633,2500.0,500,2
3,UE-62,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-63,0.0,real_time,47.29618685085915,9.339690633662542,56.63587748452169,150,1
3,UE-64,0.0,video_streaming,2080.999548743157,419.0004512568433,2500.0,500,2
3,UE-65,0.0,video_streaming,1883.1459418806196,616.8540581193806,2500.0,500,2
3,UE-66,0.0,real_time,50.69449913425431,14.141018314325912,64.83551744858022,150,1
3,UE-67,0.0,bursty,875.0530642741059,209.5638201148182,1084.616884388924,1000,5
3,UE-68,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-69,0.0,video_streaming,1958.459840127539,541.5401598724609,2500.0,500,2
3,UE-70,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-71,0.0,video_streaming,1929.5148476476202,570.4851523523799,2500.0,500,2
3,UE-72,0.0,video_streaming,2009.7066011247173,490.29339887528266,2500.0,500,2
3,UE-73,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-74,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-75,0.0,video_streaming,1959.8842837259388,540.1157162740614,2500.0,500,2
3,UE-76,0.0,real_time,2.802268368876594,0.6979706972764547,3.500239066153049,150,1
3,UE-77,0.0,background,0.09851302349492615,0.026863885136607014,0.12537690863153317,5000,10
3,UE-78,0.0,real_time,5.776580074669235,1.5757077848296455,7.3522878594988805,150,1
3,UE-79,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-80,0.0,background,0.06302761591848849,0.020627876124822232,0.08365549204331073,5000,10
3,UE-81,0.0,background,0.1200985144614615,0.025573313678001627,0.14567182813946314,5000,10
3,UE-82,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-83,0.0,real_time,0.23943750061518593,0.0737568787656318,0.31319437938081773,150,1
3,UE-84,0.0,video_streaming,1984.970122517773,515.0298774822271,2500.0,500,2
3,UE-85,0.0,bursty,1046.7671357895863,331.980314296465,1378.7474500860512,1000,5
3,UE-86,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-87,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-88,0.0,real_time,1.2966866592740842,0.4175260933153945,1.7142127525894788,150,1
3,UE-89,0.0,video_streaming,1877.0051153822944,622.9948846177055,2500.0,500,2
3,UE-90,0.0,background,0.03936530009712353,0.010275788090868616,0.04964108818799215,5000,10
3,UE-91,0.0,video_streaming,1880.4936823111814,619.5063176888185,2500.0,500,2
3,UE-92,0.0,bursty,891.6308569841118,216.54439158063235,1108.1752485647442,1000,5
3,UE-93,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-94,0.0,background,0.3065078450359019,0.08652901983056004,0.39303686486646194,5000,10
3,UE-95,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-96,0.0,real_time,48.854277135216016,12.052812384274272,60.907089519490285,150,1
3,UE-97,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-98,0.0,video_streaming,2072.3208907573767,427.6791092426236,2500.0,500,2
3,UE-99,0.0,real_time,6.243996817768367,1.3780115764970353,7.622008394265403,150,1
3,UE-100,0.0,bursty,746.3128323397987,196.13491616636463,942.4477485061633,1000,5
3,UE-101,0.0,real_time,109.23349202612785,24.24001856792285,133.4735105940507,150,1
3,UE-102,0.0,real_time,2.5459426478228253,0.8270673404050016,3.3730099882278273,150,1
3,UE-103,0.0,video_streaming,2009.1169578670138,490.8830421329863,2500.0,500,2
3,UE-104,0.0,video_streaming,2081.0387816046873,418.96121839531287,2500.0,500,2
3,UE-105,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-106,0.0,background,0.032889160172488295,0.006254482523557112,0.03914364269604541,5000,10
3,UE-107,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-108,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-109,0.0,background,0.20202908814845955,0.039853189194727315,0.24188227734318685,5000,10
3,UE-110,0.0,real_time,7.631344877560504,2.1272075444640812,9.758552422024584,150,1
3,UE-111,0.0,real_time,99.93583255340482,24.528242745518426,124.46407529892326,150,1
3,UE-112,0.0,background,0.018098624046822494,0.004148907576676138,0.022247531623498632,5000,10
3,UE-113,0.0,video_streaming,2093.8889230192426,406.1110769807574,2500.0,500,2
3,UE-114,0.0,bursty,667.5752463796111,179.26154434144712,846.8367907210583,1000,5
3,UE-115,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-116,0.0,video_streaming,2016.8495735918473,483.1504264081528,2500.0,500,2
3,UE-117,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-118,0.0,video_streaming,2089.696902134388,410.30309786561185,2500.0,500,2
3,UE-119,0.0,bursty,0.0,0.0,0.0,1000,5
3,UE-120,0.0,background,0.1401237583943163,0.02674033527254818,0.16686409366686447,5000,10
3,UE-121,0.0,real_time,47.98253888916781,11.356303714810617,59.33884260397843,150,1
3,UE-122,0.0,real_time,55.142868551171865,9.925529460698698,65.06839801187057,150,1
3,UE-123,0.0,background,0.07063824726690496,0.023200018388796602,0.09383826565570157,5000,10
3,UE-124,0.0,background,0.3612418047775134,0.08228303149165274,0.44352483626916617,5000,10
3,UE-125,0.0,background,0.09851328434437845,0.03213250358286666,0.1306457879272451,5000,10
3,UE-126,0.0,background,0.11660532638420298,0.02645594876492313,0.14306127514912612,5000,10
3,UE-127,0.0,background,0.033783704664659554,0.00911634709122594,0.042900051755885495,5000,10
3,UE-128,0.0,background,0.031191017121748304,0.008192075841465729,0.03938309296321403,5000,10
3,UE-129,0.0,background,0.09636590789109538,0.023051327371149857,0.11941723526224522,5000,10
3,UE-130,0.0,video_streaming,1892.2839478561516,607.7160521438486,2500.0,500,2
3,UE-131,0.0,real_time,0.0,0.0,0.0,150,1
3,UE-132,0.0,background,0.21465592796893102,0.06794167483641586,0.2825976028053469,5000,10
3,UE-133,0.0,background,0.02444106929796679,0.006978012585439083,0.03141908188340587,5000,10
