scenario_id,ue_id,time_s,traffic_type,downlink_kbps,uplink_kbps,total_kbps,qos_latency_target_ms,qos_max_loss_percent
5,UE-0,0.0,video_streaming,1937.014224992408,562.9857750075921,2500.0,500,2
5,UE-1,0.0,background,0.07929713838017165,0.023322843279171574,0.10261998165934322,5000,10
5,UE-2,0.0,real_time,3.4043339551768454,0.7171835701162833,4.121517525293129,150,1
5,UE-3,0.0,background,0.061311539425810184,0.012903410756273931,0.07421495018208411,5000,10
5,UE-4,0.0,video_streaming,1960.3916045896858,539.6083954103142,2500.0,500,2
5,UE-5,0.0,background,0.013689766355599476,0.004107436641612024,0.0177972029972115,5000,10
5,UE-6,0.0,real_time,3.7845067406937702,0.8344224635978423,4.618929204291613,150,1
5,UE-7,0.0,video_streaming,2088.2381522325295,411.7618477674707,2500.0,500,2
5,UE-8,0.0,real_time,4.763771252327142,1.1385039369024876,5.902275189229629,150,1
5,UE-9,0.0,video_streaming,2026.0405560022132,473.9594439977867,2500.0,500,2
5,UE-10,0.0,real_time,96.03876870173706,26.891558525966666,122.93032722770373,150,1
5,UE-11,0.0,real_time,0.0,0.0,0.0,150,1
5,UE-12,0.0,bursty,0.0,0.0,0.0,1000,5
5,UE-13,0.0,background,0.022570426768376617,0.005545179405995428,0.028115606174372046,5000,10
5,UE-14,0.0,real_time,100.92828501808417,28.56835889689765,129.4966439149818,150,1
5,UE-15,0.0,background,0.1601602164931653,0.05321997181614215,0.21338018830930744,5000,10
5,UE-16,0.0,background,0.02766630496075245,0.005927962352073055,0.033594267312825506,5000,10
5,UE-17,0.0,video_streaming,1890.793515656628,609.2064843433718,2500.0,500,2
5,UE-18,0.0,background,0.025620896489084413,0.005496978176386228,0.03111787466547064,5000,10
5,UE-19,0.0,real_time,4.491185194276856,1.3527052371718602,5.843890431448716,150,1
5,UE-20,0.0,background,0.29347864643160737,0.07720154989883193,0.3706801963304393,5000,10
5,UE-21,0.0,video_streaming,1915.2647275543013,584.7352724456987,2500.0,500,2
5,UE-22,0.0,real_time,0.0,0.0,0.0,150,1
5,UE-23,0.0,real_time,53.504042067786365,10.655650602807889,64.15969267059425,150,1
5,UE-24,0.0,bursty,0.0,0.0,0.0,1000,5
5,UE-25,0.0,video_streaming,1925.1938323628929,574.8061676371073,2500.0,500,2
5,UE-26,0.0,video_streaming,2090.3122709697377,409.6877290302622,2500.0,500,2
5,UE-27,0.0,video_streaming,2107.2105394840873,392.78946051591254,2500.0,500,2
5,UE-28,0.0,background,0.03079252535123915,0.008859127567004957,0.03965165291824411,5000,10
5,UE-29,0.0,bursty,1072.7053450688575,300.00272440659626,1372.7080694754536,1000,5
5,UE-30,0.0,background,0.10711617593975854,0.020833735613524463,0.127949911553283,5000,10
5,UE-31,0.0,real_time,45.46485154013142,14.252395556454408,59.71724709658583,150,1
5,UE-32,0.0,background,0.03193405960018498,0.007281354526810581,0.03921541412699556,5000,10
5,UE-33,0.0,bursty,0.0,0.0,0.0,1000,5
5,UE-34,0.0,real_time,53.473021717823606,10.44813906361518,63.921160781438786,150,1
5,UE-35,0.0,real_time,51.45535866480582,16.993896801859005,68.44925546666482,150,1
5,UE-36,0.0,bursty,0.0,0.0,0.0,1000,5
5,UE-37,0.0,background,0.09602523840011702,0.018224551589314724,0.11424978998943175,5000,10
5,UE-38,0.0,background,0.018231216411295235,0.004893494579624199,0.023124710990919436,5000,10
5,UE-39,0.0,video_streaming,1966.8698943855268,533.1301056144731,2500.0,500,2
5,UE-40,0.0,real_time,2.6850647281217297,0.6101154674764742,3.295180195598204,150,1
5,UE-41,0.0,real_time,0.0,0.0,0.0,150,1
5,UE-42,0.0,background,0.12297156747907874,0.02334809594857814,0.14631966342765687,5000,10
5,UE-43,0.0,real_time,100.31546058938687,32.706590686524976,133.02205127591185,150,1
5,UE-44,0.0,real_time,7.899961845985931,2.4583334710970197,10.358295317082952,150,1
5,UE-45,0.0,bursty,751.1887989013862,189.50204988693258,940.6908487883188,1000,5
5,UE-46,0.0,video_streaming,1939.048200586575,560.951799413425,2500.0,500,2
5,UE-47,0.0,background,0.025127360522529636,0.008019995023063742,0.03314735554559338,5000,10
5,UE-48,0.0,real_time,0.0,0.0,0.0,150,1
5,UE-49,0.0,real_time,2.1384019538715267,0.4533740078324061,2.5917759617039327,150,1
5,UE-50,0.0,real_time,10.278615539697164,3.419332553618937,13.697948093316102,150,1
5,UE-51,0.0,real_time,0.0,0.0,0.0,150,1
5,UE-52,0.0,video_streaming,1954.238477812723,545.7615221872768,2500.0,500,2
5,UE-53,0.0,real_time,0.0,0.0,0.0,150,1
5,UE-54,0.0,bursty,0.0,0.0,0.0,1000,5
5,UE-55,0.0,real_time,50.46330162826397,12.831697204209657,63.29499883247363,150,1
